acc                                                         
time,z_velocity @ 15934119,z_velocity @ 15935261,z_velocity @ 15937105,z_velocity @ 15939050,
    6.4270000458e+00,    2.1410270691e+01,    1.8891218185e+01,    4.1561061859e+01,    3.8312107086e+01,
    6.4289999008e+00,    2.2849048615e+01,    2.0193572998e+01,    4.9355850220e+01,    4.5766731262e+01,
    6.4320001602e+00,    2.3999954224e+01,    2.1503017426e+01,    5.6269905090e+01,    5.2652809143e+01,
    6.4340000153e+00,    2.4346464157e+01,    2.2222572327e+01,    5.6939136505e+01,    5.3684089661e+01,
    6.4369997978e+00,    2.4337715149e+01,    2.3069892883e+01,    5.2249713898e+01,    5.0000705719e+01,
    6.4390001297e+00,    2.3878458023e+01,    2.3251922607e+01,    4.6283416748e+01,    4.4851364136e+01,
    6.4419999123e+00,    2.2383699417e+01,    2.2581146240e+01,    3.5708095551e+01,    3.5384254456e+01,
    6.4439997673e+00,    2.0991434097e+01,    2.1531137466e+01,    2.9468711853e+01,    2.9630495071e+01,
    6.4470000267e+00,    1.8734380722e+01,    1.9418235779e+01,    2.3398998260e+01,    2.3799051285e+01,
    6.4489998817e+00,    1.7414827347e+01,    1.8005186081e+01,    2.1598318100e+01,    2.1901613235e+01,
    6.4520001411e+00,    1.5954144478e+01,    1.6302175522e+01,    2.0912204742e+01,    2.0936035156e+01,
    6.4539999962e+00,    1.5298138618e+01,    1.5517496109e+01,    2.0854839325e+01,    2.0738985062e+01,
    6.4569997787e+00,    1.4453064919e+01,    1.4638070107e+01,    1.9854957581e+01,    1.9749286652e+01,
    6.4590001106e+00,    1.3690434456e+01,    1.3973991394e+01,    1.7858772278e+01,    1.7933584213e+01,
    6.4619998932e+00,    1.1988583565e+01,    1.2537769318e+01,    1.2724823952e+01,    1.3250067711e+01,
    6.4640002251e+00,    1.0556559563e+01,    1.1281570435e+01,    8.6524848938e+00,    9.4831476212e+00,
    6.4670000076e+00,    8.4227905273e+00,    9.2688064575e+00,    3.5433251858e+00,    4.6303501129e+00,
    6.4689998627e+00,    7.3411588669e+00,    8.1218366623e+00,    1.7829051018e+00,    2.8285434246e+00,
    6.4720001221e+00,    6.5477643013e+00,    7.0229611397e+00,    1.9424651861e+00,    2.6246070862e+00,
    6.4739999771e+00,    6.5751323700e+00,    6.7686715126e+00,    3.4048519135e+00,    3.7311949730e+00,
    6.4770002365e+00,    7.2042613029e+00,    6.9952683449e+00,    6.1719655991e+00,    5.9923448563e+00,
    6.4790000916e+00,    7.7819042206e+00,    7.3945665359e+00,    7.3702020645e+00,    6.9856309891e+00,
    6.4819998741e+00,    8.4490451813e+00,    8.0057888031e+00,    6.7255659103e+00,    6.3530526161e+00,
    6.4840002060e+00,    8.5482778549e+00,    8.2051000595e+00,    4.2763786316e+00,    4.1259851456e+00,
    6.4869999886e+00,    7.9692454338e+00,    7.8867425919e+00,   -1.7829498053e+00,   -1.4178702831e+00,
    6.4889998436e+00,    7.0563898087e+00,    7.1377429962e+00,   -6.4798154831e+00,   -5.7785911560e+00,
    6.4920001030e+00,    4.8766584396e+00,    5.0712213516e+00,   -1.2763903618e+01,   -1.1766822815e+01,
    6.4939999580e+00,    2.8778178692e+00,    3.0373690128e+00,   -1.5800834656e+01,   -1.4795810699e+01,
    6.4970002174e+00,   -8.4783464670e-01,   -8.5226106644e-01,   -1.8393810272e+01,   -1.7611118317e+01,
    6.4990000725e+00,   -3.6975736618e+00,   -3.8167152405e+00,   -1.9097339630e+01,   -1.8531013489e+01,
    6.5019998550e+00,   -8.2495269775e+00,   -8.4121904373e+00,   -1.9717576981e+01,   -1.9379354477e+01,
    6.5040001869e+00,   -1.1346316338e+01,   -1.1392654419e+01,   -2.0655624390e+01,   -2.0303926468e+01,
    6.5069999695e+00,   -1.5936248779e+01,   -1.5581389427e+01,   -2.3709070206e+01,   -2.3035125732e+01,
    6.5089998245e+00,   -1.8879308701e+01,   -1.8166517258e+01,   -2.6654390335e+01,   -2.5628700256e+01,
    6.5120000839e+00,   -2.2985885620e+01,   -2.1765275955e+01,   -3.1305141449e+01,   -2.9754070282e+01,
    6.5139999390e+00,   -2.5478982925e+01,   -2.4033372879e+01,   -3.3908267975e+01,   -3.2129875183e+01,
    6.5170001984e+00,   -2.8759397507e+01,   -2.7236803055e+01,   -3.6527423859e+01,   -3.4705669403e+01,
    6.5190000534e+00,   -3.0439250946e+01,   -2.9038169861e+01,   -3.7286621094e+01,   -3.5633693695e+01,
    6.5219998360e+00,   -3.1710676193e+01,   -3.0667417526e+01,   -3.6717098236e+01,   -3.5522884369e+01,
    6.5240001678e+00,   -3.1483016968e+01,   -3.0712263107e+01,   -3.5128490448e+01,   -3.4286499023e+01,
    6.5269999504e+00,   -2.9473512650e+01,   -2.9013065338e+01,   -3.1293922424e+01,   -3.0877790451e+01,
    6.5289998055e+00,   -2.7128574371e+01,   -2.6744369507e+01,   -2.8182781219e+01,   -2.7900251389e+01,
    6.5320000648e+00,   -2.2468282700e+01,   -2.1982343674e+01,   -2.3265382767e+01,   -2.2921457291e+01,
    6.5339999199e+00,   -1.8936544418e+01,   -1.8284742355e+01,   -1.9946683884e+01,   -1.9438611984e+01,
    6.5370001793e+00,   -1.3802168846e+01,   -1.2901292801e+01,   -1.4835836411e+01,   -1.4075932503e+01,
    6.5390000343e+00,   -1.1092675209e+01,   -1.0118647575e+01,   -1.1427589417e+01,   -1.0609631538e+01,
    6.5419998169e+00,   -8.9467258453e+00,   -8.1110916138e+00,   -7.0442457199e+00,   -6.4205107689e+00,
    6.5440001488e+00,   -9.0185117722e+00,   -8.4608831406e+00,   -5.2075343132e+00,   -4.9095888138e+00,
    6.5469999313e+00,   -1.0810635567e+01,   -1.0924071312e+01,   -4.0966677666e+00,   -4.5433888435e+00,
    6.5489997864e+00,   -1.2314603806e+01,   -1.2995836258e+01,   -3.8377780914e+00,   -4.9006357193e+00,
    6.5520000458e+00,   -1.3799243927e+01,   -1.5335718155e+01,   -3.9664452076e+00,   -5.9188022614e+00,
    6.5539999008e+00,   -1.3896526337e+01,   -1.5868117332e+01,   -4.9175682068e+00,   -7.2642951012e+00,
    6.5570001602e+00,   -1.2623510361e+01,   -1.4888383865e+01,   -7.4900302887e+00,   -9.9672355652e+00,
    6.5590000153e+00,   -1.0953725815e+01,   -1.3170166016e+01,   -8.7564849854e+00,   -1.1056464195e+01,
    6.5619997978e+00,   -7.9715857506e+00,   -9.8377761841e+00,   -8.3400001526e+00,   -1.0152303696e+01,
    6.5640001297e+00,   -6.5389823914e+00,   -8.0408859253e+00,   -7.3159461021e+00,   -8.7077922821e+00,
    6.5669999123e+00,   -6.5808572769e+00,   -7.4053225517e+00,   -8.0144634247e+00,   -8.6189393997e+00,
    6.5689997673e+00,   -8.0851860046e+00,   -8.4532947540e+00,   -1.0191279411e+01,   -1.0249989510e+01,
    6.5720000267e+00,   -1.1796656609e+01,   -1.1693144798e+01,   -1.3383722305e+01,   -1.2908634186e+01,
    6.5739998817e+00,   -1.4888511658e+01,   -1.4702300072e+01,   -1.4400682449e+01,   -1.3886734962e+01,
    6.5770001411e+00,   -1.9437604904e+01,   -1.9456892014e+01,   -1.4390582085e+01,   -1.4241357803e+01,
    6.5789999962e+00,   -2.1633440018e+01,   -2.1908428192e+01,   -1.4463306427e+01,   -1.4666451454e+01,
    6.5819997787e+00,   -2.2097246170e+01,   -2.2769098282e+01,   -1.4623743057e+01,   -1.5294158936e+01,
    6.5840001106e+00,   -1.9673038483e+01,   -2.0558734894e+01,   -1.3197223663e+01,   -1.4103847504e+01,
    6.5869998932e+00,   -1.2269447327e+01,   -1.3278247833e+01,   -8.2471456528e+00,   -9.2878932953e+00,
    6.5890002251e+00,   -6.1623802185e+00,   -7.0528254509e+00,   -4.5411887169e+00,   -5.4338316917e+00,
    6.5920000076e+00,    2.0323529243e+00,    1.6122537851e+00,   -5.6229043007e-01,   -8.8120007515e-01,
    6.5939998627e+00,    5.7433772087e+00,    5.7333745956e+00,    8.4604483843e-01,    1.0143374205e+00,
    6.5970001221e+00,    8.5468158722e+00,    9.0570831299e+00,    2.6643204689e+00,    3.4017434120e+00,
    6.5989999771e+00,    9.4306850433e+00,    1.0120302200e+01,    4.8470168114e+00,    5.7239298820e+00,
    6.6020002365e+00,    1.1279649734e+01,    1.1944181442e+01,    1.0316750526e+01,    1.1022123337e+01,
    6.6040000916e+00,    1.3792984009e+01,    1.4280686378e+01,    1.5119854927e+01,    1.5532092094e+01,
    6.6069998741e+00,    1.9653970718e+01,    1.9730754852e+01,    2.2615236282e+01,    2.2481489182e+01,
    6.6090002060e+00,    2.3939611435e+01,    2.3705383301e+01,    2.6272026062e+01,    2.5798662186e+01,
    6.6119999886e+00,    2.8111185074e+01,    2.7433229446e+01,    2.7094831467e+01,    2.6254785538e+01,
    6.6139998436e+00,    2.7826074600e+01,    2.6863534927e+01,    2.4272102356e+01,    2.3244392395e+01,
    6.6170001030e+00,    2.1923849106e+01,    2.0493209839e+01,    1.7473260880e+01,    1.6065025330e+01,
    6.6189999580e+00,    1.5107229233e+01,    1.3331717491e+01,    1.3305086136e+01,    1.1509705544e+01,
    6.6220002174e+00,    3.3899099827e+00,    1.1835098267e+00,    9.1243143082e+00,    6.7010073662e+00,
    6.6240000725e+00,   -3.2957730293e+00,   -5.5944399834e+00,    7.1666841507e+00,    4.5131349564e+00,
    6.6269998550e+00,   -8.5298948288e+00,   -1.0507043839e+01,    4.2117328644e+00,    1.8056584597e+00,
    6.6290001869e+00,   -7.7332496643e+00,   -9.1808547974e+00,    2.3213663101e+00,    5.1630514860e-01,
    6.6319999695e+00,   -6.1621862650e-01,   -9.5027887821e-01,    9.2964088917e-01,    4.6736410260e-01,
    6.6339998245e+00,    6.4932837486e+00,    6.9561028481e+00,    1.8810935020e+00,    2.3713178635e+00,
    6.6370000839e+00,    1.7140077591e+01,    1.8567710876e+01,    6.5373821259e+00,    8.1150846481e+00,
    6.6389999390e+00,    2.2311203003e+01,    2.4056982040e+01,    1.1140211105e+01,    1.3015446663e+01,
    6.6420001984e+00,    2.5620193481e+01,    2.7201873779e+01,    1.8534208298e+01,    2.0083292007e+01,
    6.6440000534e+00,    2.5124895096e+01,    2.6199438095e+01,    2.3145690918e+01,    2.4021146774e+01,
    6.6469998360e+00,    2.2494594574e+01,    2.2474258423e+01,    2.9351997375e+01,    2.8857019424e+01,
    6.6490001678e+00,    2.1173509598e+01,    2.0426605225e+01,    3.3055294037e+01,    3.1674978256e+01,
    6.6519999504e+00,    2.1929397583e+01,    2.0454509735e+01,    3.7527297974e+01,    3.5291393280e+01,
    6.6539998055e+00,    2.4597421646e+01,    2.3014862061e+01,    3.9069705963e+01,    3.6754077911e+01,
    6.6570000648e+00,    3.0695062637e+01,    2.9580011368e+01,    3.7830432892e+01,    3.6221904755e+01,
    6.6589999199e+00,    3.4630352020e+01,    3.4190059662e+01,    3.4039196014e+01,    3.3379993439e+01,
    6.6620001793e+00,    3.7324497223e+01,    3.8205120087e+01,    2.4564947128e+01,    2.5700187683e+01,
    6.6640000343e+00,    3.5470596313e+01,    3.7250198364e+01,    1.6956939697e+01,    1.9253717422e+01,
    6.6669998169e+00,    2.6030290604e+01,    2.8861408234e+01,    5.8750491142e+00,    9.4062080383e+00,
    6.6690001488e+00,    1.5652324677e+01,    1.8837203979e+01,   -3.7275588512e-01,    3.4619066715e+00,
    6.6719999313e+00,   -3.6623814106e+00,   -5.5761486292e-01,   -7.6436047554e+00,   -4.1776432991e+00,
    6.6739997864e+00,   -1.6914943695e+01,   -1.4210490227e+01,   -1.1497107506e+01,   -8.6909742355e+00,
    6.6770000458e+00,   -3.3560623169e+01,   -3.1718217850e+01,   -1.7170097351e+01,   -1.5549615860e+01,
    6.6789999008e+00,   -4.0700069427e+01,   -3.9412681580e+01,   -2.1546854019e+01,   -2.0569784164e+01,
    6.6820001602e+00,   -4.4353824615e+01,   -4.3598651886e+01,   -2.9061784744e+01,   -2.8510919571e+01,
    6.6840000153e+00,   -4.2643985748e+01,   -4.1972427368e+01,   -3.3892799377e+01,   -3.3235279083e+01,
    6.6869997978e+00,   -3.6398258209e+01,   -3.5500755310e+01,   -3.8937675476e+01,   -3.7724971771e+01,
    6.6890001297e+00,   -3.1647335052e+01,   -3.0472705841e+01,   -4.0097316742e+01,   -3.8435802460e+01,
    6.6919999123e+00,   -2.6094219208e+01,   -2.4515516281e+01,   -3.8467658997e+01,   -3.6285934448e+01,
    6.6939997673e+00,   -2.3917600632e+01,   -2.2157018661e+01,   -3.5580974579e+01,   -3.3232681274e+01,
    6.6970000267e+00,   -2.1857488632e+01,   -1.9993284225e+01,   -2.9338083267e+01,   -2.6996473312e+01,
    6.6989998817e+00,   -1.9906778336e+01,   -1.8061079025e+01,   -2.4143976212e+01,   -2.1911615372e+01,
    6.7020001411e+00,   -1.3981707573e+01,   -1.2253531456e+01,   -1.4908919334e+01,   -1.2905140877e+01,
    6.7039999962e+00,   -7.5528440475e+00,   -5.9676842690e+00,   -7.8446474075e+00,   -6.0320448875e+00,
    6.7069997787e+00,    4.8111252785e+00,    6.0317854881e+00,    3.2502386570e+00,    4.6640295982e+00,
    6.7090001106e+00,    1.3397243500e+01,    1.4246958733e+01,    1.0003258705e+01,    1.1044058800e+01,
    6.7119998932e+00,    2.4130060196e+01,    2.4248298645e+01,    1.7583862305e+01,    1.7910865784e+01,
    6.7140002251e+00,    2.8644714355e+01,    2.8204553604e+01,    2.0416095734e+01,    2.0199495316e+01,
    6.7170000076e+00,    3.0740226746e+01,    2.9467727661e+01,    2.1808937073e+01,    2.0753608704e+01,
    6.7189998627e+00,    2.9436456680e+01,    2.7680025101e+01,    2.1692811966e+01,    2.0111606598e+01,
    6.7220001221e+00,    2.5173963547e+01,    2.2911630630e+01,    2.1333923340e+01,    1.9127082825e+01,
    6.7239999771e+00,    2.2061553955e+01,    1.9660999298e+01,    2.1376787186e+01,    1.8935989380e+01,
    6.7270002365e+00,    1.8321754456e+01,    1.6053512573e+01,    2.1386077881e+01,    1.8966457367e+01,
    6.7290000916e+00,    1.6474336624e+01,    1.4512700081e+01,    2.0581634521e+01,    1.8444654465e+01,
    6.7319998741e+00,    1.3967799187e+01,    1.2713104248e+01,    1.7576889038e+01,    1.6182128906e+01,
    6.7340002060e+00,    1.2012510300e+01,    1.1315339088e+01,    1.4662570000e+01,    1.3868445396e+01,
    6.7369999886e+00,    8.1288042068e+00,    8.2355556488e+00,    9.6153602600e+00,    9.6744518280e+00,
    6.7389998436e+00,    4.7758374214e+00,    5.2980866432e+00,    6.2478799820e+00,    6.7241783142e+00,
    6.7420001030e+00,   -1.2166963816e+00,   -4.0611124039e-01,    2.5587797165e+00,    3.2342498302e+00,
    6.7439999580e+00,   -5.3709578514e+00,   -4.6370172501e+00,    1.9788581133e+00,    2.4364047050e+00,
    6.7470002174e+00,   -1.0470782280e+01,   -1.0195349693e+01,    4.6297698021e+00,    4.3144278526e+00,
    6.7490000725e+00,   -1.2074537277e+01,   -1.2220171928e+01,    8.3712434769e+00,    7.4075760841e+00,
    6.7519998550e+00,   -1.0348775864e+01,   -1.1041871071e+01,    1.4952856064e+01,    1.3203626633e+01,
    6.7540001869e+00,   -6.0091886520e+00,   -6.8847446442e+00,    1.8725708008e+01,    1.6770116806e+01,
    6.7569999695e+00,    4.8653707504e+00,    4.0618224144e+00,    2.2660058975e+01,    2.0964576721e+01,
    6.7589998245e+00,    1.3980875969e+01,    1.3413675308e+01,    2.4431358337e+01,    2.3202434540e+01,
    6.7620000839e+00,    2.7672220230e+01,    2.7567169189e+01,    2.7169929504e+01,    2.6761487961e+01,
    6.7639999390e+00,    3.4982673645e+01,    3.5131935120e+01,    2.9728193283e+01,    2.9733987808e+01,
    6.7670001984e+00,    4.1220954895e+01,    4.1494499207e+01,    3.5131755829e+01,    3.5295238495e+01,
    6.7690000534e+00,    4.1965038300e+01,    4.2107238770e+01,    3.9369457245e+01,    3.9290294647e+01,
    6.7719998360e+00,    3.9071960449e+01,    3.8782512665e+01,    4.4583919525e+01,    4.3817977905e+01,
    6.7740001678e+00,    3.5640796661e+01,    3.5032161713e+01,    4.5539173126e+01,    4.4329219818e+01,
    6.7769999504e+00,    3.0158418655e+01,    2.9236629486e+01,    4.0752655029e+01,    3.9265754700e+01,
    6.7789998055e+00,    2.7015188217e+01,    2.6050893784e+01,    3.3315795898e+01,    3.1987731934e+01,
    6.7820000648e+00,    2.3077589035e+01,    2.2234392166e+01,    1.8273031235e+01,    1.7540178299e+01,
    6.7839999199e+00,    2.0293390274e+01,    1.9543695450e+01,    8.0977201462e+00,    7.7741179466e+00,
    6.7870001793e+00,    1.4084542274e+01,    1.3330890656e+01,   -4.3244557381e+00,   -4.3528385162e+00,
    6.7890000343e+00,    7.7347164154e+00,    6.8343849182e+00,   -9.7761983871e+00,   -9.9317226410e+00,
    6.7919998169e+00,   -5.1418609619e+00,   -6.4249582291e+00,   -1.3562742233e+01,   -1.4351732254e+01,
    6.7940001488e+00,   -1.5002742767e+01,   -1.6544469833e+01,   -1.3953468323e+01,   -1.5296702385e+01,
    6.7969999313e+00,   -2.9002183914e+01,   -3.0671236038e+01,   -1.4313674927e+01,   -1.6223672867e+01,
    6.7989997864e+00,   -3.6015678406e+01,   -3.7442131042e+01,   -1.6358001709e+01,   -1.8184429169e+01,
    6.8020000458e+00,   -4.0756378174e+01,   -4.1233173370e+01,   -2.3463832855e+01,   -2.4252716064e+01,
    6.8039999008e+00,   -3.9490833282e+01,   -3.9013362885e+01,   -3.0104988098e+01,   -2.9673093796e+01,
    6.8070001602e+00,   -3.1886341095e+01,   -2.9824829102e+01,   -3.9672332764e+01,   -3.7091659546e+01,
    6.8090000153e+00,   -2.4489971161e+01,   -2.1524469376e+01,   -4.3477313995e+01,   -3.9636474609e+01,
    6.8119997978e+00,   -1.3183019638e+01,   -9.4679279327e+00,   -4.2460334778e+01,   -3.7572196960e+01,
    6.8140001297e+00,   -7.2517156601e+00,   -3.5638563633e+00,   -3.6761890411e+01,   -3.1934324265e+01,
    6.8169999123e+00,   -2.3092241287e+00,    5.9297990799e-01,   -2.2418241501e+01,   -1.8759126663e+01,
    6.8189997673e+00,   -1.5880979300e+00,    4.5596310496e-01,   -1.1356395721e+01,   -8.9447536469e+00,
    6.8220000267e+00,   -2.7804408073e+00,   -2.1297852993e+00,    2.8959865570e+00,    3.3428447247e+00,
    6.8239998817e+00,   -3.7282817364e+00,   -3.8641231060e+00,    8.8473329544e+00,    8.2473669052e+00,
    6.8270001411e+00,   -3.2720677853e+00,   -4.1582684517e+00,    1.1440727234e+01,    9.9787111282e+00,
    6.8289999962e+00,   -1.0729079247e+00,   -2.1425354481e+00,    9.5147933960e+00,    7.9804544449e+00,
    6.8319997787e+00,    4.7624039650e+00,    3.8211770058e+00,    3.4097173214e+00,    2.3643002510e+00,
    6.8340001106e+00,    9.4884920120e+00,    8.8201141357e+00,   -1.1752500534e+00,   -1.6562914848e+00,
    6.8369998932e+00,    1.5793650627e+01,    1.5668243408e+01,   -6.4962315559e+00,   -6.0525398254e+00,
    6.8390002251e+00,    1.8271345139e+01,    1.8527793884e+01,   -8.3170070648e+00,   -7.3287959099e+00,
    6.8420000076e+00,    1.7861333847e+01,    1.8632944107e+01,   -8.5112743378e+00,   -6.9433641434e+00,
    6.8439998627e+00,    1.4329619408e+01,    1.5359739304e+01,   -7.5477294922e+00,   -5.7968196869e+00,
    6.8470001221e+00,    4.2564868927e+00,    5.4634747505e+00,   -5.9562840462e+00,   -4.2823667526e+00,
    6.8489999771e+00,   -5.0571393967e+00,   -3.9205114841e+00,   -5.6666464806e+00,   -4.2929759026e+00,
    6.8520002365e+00,   -2.1002037048e+01,   -2.0280797958e+01,   -7.5563311577e+00,   -6.9604163170e+00,
    6.8540000916e+00,   -3.1483913422e+01,   -3.1220670700e+01,   -1.0658311844e+01,   -1.0729726791e+01,
    6.8569998741e+00,   -4.4404029846e+01,   -4.4979541779e+01,   -1.7700553894e+01,   -1.8816246033e+01,
    6.8590002060e+00,   -4.9795055389e+01,   -5.0926010132e+01,   -2.3181362152e+01,   -2.4898447037e+01,
    6.8619999886e+00,   -5.1794254303e+01,   -5.3553863525e+01,   -3.0648120880e+01,   -3.2932312012e+01,
    6.8639998436e+00,   -4.8961910248e+01,   -5.0893348694e+01,   -3.3963214874e+01,   -3.6310077667e+01,
    6.8670001030e+00,   -3.9699058533e+01,   -4.1396915436e+01,   -3.5245967865e+01,   -3.7140460968e+01,
    6.8689999580e+00,   -3.1429218292e+01,   -3.2632484436e+01,   -3.3518024445e+01,   -3.4763782501e+01,
    6.8720002174e+00,   -1.8417928696e+01,   -1.8492326736e+01,   -2.7448045731e+01,   -2.7378213882e+01,
    6.8740000725e+00,   -1.0637967110e+01,   -9.8430624008e+00,   -2.1480335236e+01,   -2.0480052948e+01,
    6.8769998550e+00,   -1.5418987274e+00,    4.1909036040e-01,   -1.0653078079e+01,   -8.5201683044e+00,
    6.8790001869e+00,    2.5765125751e+00,    5.0315241814e+00,   -3.0706045628e+00,   -5.4397821426e-01,
    6.8819999695e+00,    6.4079508781e+00,    8.9203500748e+00,    7.5729885101e+00,    9.9245376587e+00,
    6.8839998245e+00,    8.0323190689e+00,    1.0065332413e+01,    1.3728804588e+01,    1.5417957306e+01,
    6.8870000839e+00,    1.0494990349e+01,    1.1142095566e+01,    2.1336046219e+01,    2.1377197266e+01,
    6.8889999390e+00,    1.2924676895e+01,    1.2385052681e+01,    2.5252210617e+01,    2.3980140686e+01,
    6.8920001984e+00,    1.8409265518e+01,    1.6125164032e+01,    2.8734907150e+01,    2.5684759140e+01,
    6.8940000534e+00,    2.3161375046e+01,    1.9991058350e+01,    2.8948984146e+01,    2.5134523392e+01,
    6.8969998360e+00,    3.0731891632e+01,    2.6957935333e+01,    2.6355918884e+01,    2.2320747375e+01,
    6.8990001678e+00,    3.5088027954e+01,    3.1466466904e+01,    2.3639787674e+01,    2.0083457947e+01,
    6.9019999504e+00,    3.8792518616e+01,    3.6149093628e+01,    1.9836893082e+01,    1.7716468811e+01,
    6.9039998055e+00,    3.8408226013e+01,    3.6763038635e+01,    1.7751331329e+01,    1.6851905823e+01,
    6.9070000648e+00,    3.2736709595e+01,    3.2733070374e+01,    1.4326079369e+01,    1.5244268417e+01,
    6.9089999199e+00,    2.5751737595e+01,    2.6697771072e+01,    1.1174652100e+01,    1.3058299065e+01,
    6.9120001793e+00,    1.1947013855e+01,    1.3774909019e+01,    4.9374651909e+00,    7.5894789696e+00,
    6.9140000343e+00,    1.6841222048e+00,    3.6467378139e+00,    6.6691979766e-02,    2.6993308067e+00,
    6.9169998169e+00,   -1.3226682663e+01,   -1.1722756386e+01,   -7.4549036026e+00,   -5.5928902626e+00,
    6.9190001488e+00,   -2.1674589157e+01,   -2.0832372665e+01,   -1.1810985565e+01,   -1.0849552155e+01,
    6.9219999313e+00,   -3.0764097214e+01,   -3.1207523346e+01,   -1.6432207108e+01,   -1.7107961655e+01,
    6.9239997864e+00,   -3.4239826202e+01,   -3.5547531128e+01,   -1.8296913147e+01,   -2.0028316498e+01,
    6.9270000458e+00,   -3.6286277771e+01,   -3.8535831451e+01,   -2.0615064621e+01,   -2.3439229965e+01,
    6.9289999008e+00,   -3.6047935486e+01,   -3.8500171661e+01,   -2.2909069061e+01,   -2.5907278061e+01,
    6.9320001602e+00,   -3.3882919312e+01,   -3.5850654602e+01,   -2.8267391205e+01,   -3.0533742905e+01,
    6.9340000153e+00,   -3.1313938141e+01,   -3.2476894379e+01,   -3.2512378693e+01,   -3.3712059021e+01,
    6.9369997978e+00,   -2.5994161606e+01,   -2.5549654007e+01,   -3.7409244537e+01,   -3.6600387573e+01,
    6.9390001297e+00,   -2.1793077469e+01,   -2.0301784515e+01,   -3.7813831329e+01,   -3.5788085938e+01,
    6.9419999123e+00,   -1.5451258659e+01,   -1.2941107750e+01,   -3.1704299927e+01,   -2.8696363449e+01,
    6.9439997673e+00,   -1.1974268913e+01,   -9.3608570099e+00,   -2.3167959213e+01,   -2.0302188873e+01,
    6.9470000267e+00,   -8.7447862625e+00,   -6.8915534019e+00,   -6.8796639442e+00,   -5.3622369766e+00,
    6.9489998817e+00,   -7.9509487152e+00,   -7.0652956963e+00,    3.1540677547e+00,    3.3014528751e+00,
    6.9520001411e+00,   -7.6704511642e+00,   -8.4791736603e+00,    1.2183360100e+01,    1.0266552925e+01,
    6.9539999962e+00,   -7.0337047577e+00,   -8.8508663177e+00,    1.2865934372e+01,    9.9470567703e+00,
    6.9569997787e+00,   -3.9526140690e+00,   -6.7582502365e+00,    7.1204032898e+00,    3.6079123020e+00,
    6.9590001106e+00,   -2.1942768991e-01,   -3.2611887455e+00,    1.0369993448e+00,   -2.2742984295e+00,
    6.9619998932e+00,    6.7713556290e+00,    3.9308347702e+00,   -7.0132741928e+00,   -9.4317474365e+00,
    6.9640002251e+00,    1.1049288750e+01,    8.5912952423e+00,   -9.6162204742e+00,   -1.1302260399e+01,
    6.9670000076e+00,    1.4626985550e+01,    1.2908821106e+01,   -8.2660455704e+00,   -8.9946174622e+00,
    6.9689998627e+00,    1.4282782555e+01,    1.3086409569e+01,   -4.7040123940e+00,   -4.9778156281e+00,
    6.9720001221e+00,    9.8553476334e+00,    9.4278707504e+00,    1.6000324488e+00,    1.7832744122e+00,
    6.9739999771e+00,    5.2078471184e+00,    5.2724671364e+00,    4.4414911270e+00,    4.8701958656e+00,
    6.9770002365e+00,   -2.0438048840e+00,   -1.3213210106e+00,    4.6045064926e+00,    5.4166140556e+00,
    6.9790000916e+00,   -5.8990268707e+00,   -4.8470573425e+00,    1.8996956348e+00,    2.9683895111e+00,
    6.9819998741e+00,   -9.2640190125e+00,   -7.9912381172e+00,   -4.8441514969e+00,   -3.5111553669e+00,
    6.9840002060e+00,   -9.9917593002e+00,   -8.7913122177e+00,   -9.6851024628e+00,   -8.3410215378e+00,
    6.9869999886e+00,   -9.6889791489e+00,   -8.8842029572e+00,   -1.5224798203e+01,   -1.4165408134e+01,
    6.9889998436e+00,   -9.0983352661e+00,   -8.6537342072e+00,   -1.6992111206e+01,   -1.6267288208e+01,
    6.9920001030e+00,   -8.2397851944e+00,   -8.2460470200e+00,   -1.6603376389e+01,   -1.6381446838e+01,
    6.9939999580e+00,   -7.7597489357e+00,   -7.8693294525e+00,   -1.4807431221e+01,   -1.4767427444e+01,
    6.9970002174e+00,   -7.1559205055e+00,   -6.9912390709e+00,   -1.1114638329e+01,   -1.0939640999e+01,
    6.9990000725e+00,   -6.8192200661e+00,   -6.1988658905e+00,   -8.6979303360e+00,   -8.1525249481e+00,
    7.0019998550e+00,   -6.4903249741e+00,   -4.9581747055e+00,   -5.8311429024e+00,   -4.4765505791e+00,
    7.0040001869e+00,   -6.4861650467e+00,   -4.3562469482e+00,   -4.5469913483e+00,   -2.6486139297e+00,
    7.0069999695e+00,   -6.7734789848e+00,   -4.0345172882e+00,   -3.4324417114e+00,   -9.8954242468e-01,
    7.0089998245e+00,   -6.9835567474e+00,   -4.1424336433e+00,   -2.9935822487e+00,   -4.8105719686e-01,
    7.0120000839e+00,   -6.8425669670e+00,   -4.3612008095e+00,   -2.4724905491e+00,   -3.3930647373e-01,
    7.0139999390e+00,   -6.2704725266e+00,   -4.3183760643e+00,   -2.3100306988e+00,   -6.8304246664e-01,
    7.0170001984e+00,   -4.8833980560e+00,   -3.9648191929e+00,   -2.8625597954e+00,   -2.1554999352e+00,
    7.0190000534e+00,   -3.9714236259e+00,   -3.7655830383e+00,   -3.9776084423e+00,   -3.8557915688e+00,
    7.0219998360e+00,   -3.3440437317e+00,   -4.0543503761e+00,   -6.1707558632e+00,   -6.7480950356e+00,
