acc                                                         
time,z_acceleration @ 7661001,z_acceleration @ 7661002,z_acceleration @ 7661003,z_acceleration @ 7661004,
    2.7399998903e-01,    2.8039531250e+03,    2.8345454102e+03,   -2.0154648438e+03,   -2.1299675293e+03,
    2.7700001001e-01,    2.5198286133e+03,    2.6206513672e+03,   -1.8234614258e+03,   -2.0156925049e+03,
    2.7900001407e-01,    1.5626491699e+03,    1.7131442871e+03,   -1.2677330322e+03,   -1.4947401123e+03,
    2.8200000525e-01,    2.2438940430e+02,    3.8918063354e+02,   -3.6800582886e+02,   -5.7441381836e+02,
    2.8400000930e-01,   -1.0171676636e+03,   -8.7172607422e+02,    7.1361614990e+02,    5.6957580566e+02,
    2.8700000048e-01,   -1.6098118896e+03,   -1.5181879883e+03,    1.7019550781e+03,    1.6486667480e+03,
    2.8900000453e-01,   -1.3726560059e+03,   -1.3555955811e+03,    2.3720270996e+03,    2.4146679688e+03,
    2.9199999571e-01,   -4.7539614868e+02,   -5.3800433350e+02,    2.4987836914e+03,    2.6234873047e+03,
    2.9399999976e-01,    4.5978717041e+02,    3.3156600952e+02,    2.1671367188e+03,    2.3495131836e+03,
    2.9699999094e-01,    9.6060650635e+02,    8.0021832275e+02,    1.5242230225e+03,    1.7270581055e+03,
    2.9899999499e-01,    9.6233300781e+02,    8.0585589600e+02,    8.3422564697e+02,    1.0218693848e+03,
    3.0199998617e-01,    8.2198199463e+02,    7.0484667969e+02,    2.9400799561e+02,    4.2765771484e+02,
    3.0399999022e-01,    7.0469317627e+02,    6.4897131348e+02,   -6.5854751587e+01,   -1.1642273903e+01,
    3.0700001121e-01,    3.9064053345e+02,    4.0958502197e+02,   -2.5281726074e+02,   -2.8937478638e+02,
    3.0899998546e-01,   -1.4448538208e+02,   -5.4271934509e+01,   -3.6831652832e+02,   -4.8739151001e+02,
    3.1200000644e-01,   -6.2494439697e+02,   -4.8828900146e+02,   -4.2958483887e+02,   -6.0114373779e+02,
    3.1400001049e-01,   -8.3074664307e+02,   -6.8200299072e+02,   -3.8653015137e+02,   -5.7094287109e+02,
    3.1700000167e-01,   -8.8357342529e+02,   -7.6186602783e+02,   -1.1510308838e+02,   -2.6159951782e+02,
    3.1900000572e-01,   -1.0790349121e+03,   -1.0090612183e+03,    4.2615670776e+02,    3.5680593872e+02,
    3.2199999690e-01,   -1.4863424072e+03,   -1.4813927002e+03,    1.0996466064e+03,    1.1320075684e+03,
    3.2400000095e-01,   -1.7766575928e+03,   -1.8364064941e+03,    1.6279656982e+03,    1.7588083496e+03,
    3.2699999213e-01,   -1.6490399170e+03,   -1.7592028809e+03,    1.6682919922e+03,    1.8656545410e+03,
    3.2899999619e-01,   -1.1549827881e+03,   -1.2912781982e+03,    1.1105249023e+03,    1.3282593994e+03,
    3.3199998736e-01,   -3.9250677490e+02,   -5.1902563477e+02,   -7.9034600258e+00,    1.7094380188e+02,
    3.3399999142e-01,    5.9331481934e+02,    5.0588186646e+02,   -1.3819803467e+03,   -1.2878924561e+03,
    3.3700001240e-01,    1.5599318848e+03,    1.5368585205e+03,   -2.5646267090e+03,   -2.5855056152e+03,
    3.3899998665e-01,    2.0829321289e+03,    2.1360830078e+03,   -3.2236450195e+03,   -3.3602668457e+03,
    3.4200000763e-01,    1.8606115723e+03,    1.9855074463e+03,   -3.0563222656e+03,   -3.2796032715e+03,
    3.4400001168e-01,    1.1426032715e+03,    1.3169587402e+03,   -2.1629438477e+03,   -2.4274921875e+03,
    3.4700000286e-01,    2.1060942078e+02,    3.9285083008e+02,   -7.4637872314e+02,   -9.9103485107e+02,
