acc                                                         
time,z_velocity @ 7661001,z_velocity @ 7661002,z_velocity @ 7661003,z_velocity @ 7661004,
    5.4000000954e+00,    8.6426620483e+00,    6.6416563988e+00,   -4.5464668274e+01,   -4.3377937317e+01,
    5.4019999504e+00,    3.3146600723e+00,    2.4087235928e+00,   -4.7065029144e+01,   -4.6023460388e+01,
    5.4050002098e+00,   -9.6699590683e+00,   -8.6299486160e+00,   -4.4219112396e+01,   -4.5133663177e+01,
    5.4070000648e+00,   -1.9639873505e+01,   -1.7383956909e+01,   -3.9389480591e+01,   -4.1584411621e+01,
    5.4099998474e+00,   -3.3889743805e+01,   -3.0344644547e+01,   -2.9109735489e+01,   -3.2731315613e+01,
    5.4120001793e+00,   -4.0300281525e+01,   -3.6436828613e+01,   -2.1622352600e+01,   -2.5667568207e+01,
    5.4149999619e+00,   -4.0071876526e+01,   -3.6684459686e+01,   -1.2472602844e+01,   -1.6228017807e+01,
    5.4169998169e+00,   -3.2857089996e+01,   -3.0340362549e+01,   -9.3689422607e+00,   -1.2382007599e+01,
    5.4200000763e+00,   -1.6068027496e+01,   -1.5278702736e+01,   -1.0662897110e+01,   -1.2079811096e+01,
    5.4219999313e+00,   -4.0286421776e+00,   -4.3723540306e+00,   -1.5665053368e+01,   -1.5979444504e+01,
    5.4250001907e+00,    1.2499132156e+01,    1.0923082352e+01,   -2.7874149323e+01,   -2.6954029083e+01,
    5.4270000458e+00,    2.1507453918e+01,    1.9586729050e+01,   -3.6612606049e+01,   -3.5333747864e+01,
    5.4299998283e+00,    2.9603033066e+01,    2.7974794388e+01,   -4.4413894653e+01,   -4.3366706848e+01,
    5.4320001602e+00,    3.0203641891e+01,    2.9243219376e+01,   -4.2652046204e+01,   -4.2176525116e+01,
    5.4340000153e+00,    2.7428880692e+01,    2.7371013641e+01,   -3.4020721436e+01,   -3.4304306030e+01,
    5.4369997978e+00,    2.1066734314e+01,    2.2412384033e+01,   -1.0168443680e+01,   -1.1613014221e+01,
    5.4390001297e+00,    1.8458740234e+01,    2.0520330429e+01,    9.4804449081e+00,    7.4450602531e+00,
    5.4419999123e+00,    1.9615430832e+01,    2.2151737213e+01,    3.6445121765e+01,    3.4007720947e+01,
    5.4439997673e+00,    2.4047727585e+01,    2.6466165543e+01,    4.8128978729e+01,    4.5764324188e+01,
    5.4470000267e+00,    3.6118171692e+01,    3.7825672150e+01,    5.1645656586e+01,    4.9783744812e+01,
    5.4489998817e+00,    4.6980712891e+01,    4.8010318756e+01,    4.4779087067e+01,    4.3391101837e+01,
    5.4520001411e+00,    6.3599578857e+01,    6.3651809692e+01,    2.5925558090e+01,    2.5228927612e+01,
    5.4539999962e+00,    7.2051101685e+01,    7.1668304443e+01,    1.2384201050e+01,    1.2024609566e+01,
    5.4569997787e+00,    7.7802925110e+01,    7.7282005310e+01,   -2.0197184086e+00,   -2.1755809784e+00,
    5.4590001106e+00,    7.6729423523e+01,    7.6464424133e+01,   -5.1170024872e+00,   -5.3491392136e+00,
    5.4619998932e+00,    6.8988464355e+01,    6.9482704163e+01,    1.8856719136e-01,   -4.0908947587e-01,
    5.4640002251e+00,    6.1014438629e+01,    6.2120239258e+01,    8.3786125183e+00,    7.4481267929e+00,
    5.4670000076e+00,    4.7895820618e+01,    4.9795661926e+01,    2.2246854782e+01,    2.0845159531e+01,
    5.4689998627e+00,    4.0424194336e+01,    4.2629074097e+01,    2.9294353485e+01,    2.7683229446e+01,
    5.4720001221e+00,    3.3446090698e+01,    3.5646530151e+01,    3.2906570435e+01,    3.1233890533e+01,
    5.4739999771e+00,    3.1746948242e+01,    3.3654350281e+01,    3.0215316772e+01,    2.8679288864e+01,
    5.4770002365e+00,    3.2020244598e+01,    3.3210605621e+01,    2.0449081421e+01,    1.9328927994e+01,
    5.4790000916e+00,    3.2685054779e+01,    3.3338718414e+01,    1.2235111237e+01,    1.1474746704e+01,
    5.4819998741e+00,    3.2526138306e+01,    3.2478443146e+01,    1.2567965984e+00,    1.0555903912e+00,
    5.4840002060e+00,    3.1081733704e+01,    3.0708095551e+01,   -3.3592593670e+00,   -3.2256648540e+00,
    5.4869999886e+00,    2.5902154922e+01,    2.5312667847e+01,   -4.4722180367e+00,   -3.9557709694e+00,
    5.4889998436e+00,    1.9954797745e+01,    1.9394653320e+01,   -1.3010641336e+00,   -6.2100923061e-01,
    5.4920001030e+00,    8.3119812012e+00,    7.9421081543e+00,    7.4520988464e+00,    8.2708129883e+00,
    5.4939999580e+00,    8.4423619509e-01,    5.8503669500e-01,    1.3951145172e+01,    1.4832361221e+01,
    5.4970002174e+00,   -5.2722949982e+00,   -5.5807538033e+00,    2.1183372498e+01,    2.2187982559e+01,
    5.4990000725e+00,   -4.3608994484e+00,   -4.8972334862e+00,    2.3132738113e+01,    2.4265052795e+01,
    5.5019998550e+00,    2.1510279179e+00,    1.0697864294e+00,    2.2203197479e+01,    2.3587131500e+01,
    5.5040001869e+00,    6.7354512215e+00,    5.2776899338e+00,    2.0428077698e+01,    2.1988908768e+01,
    5.5069999695e+00,    1.0973896027e+01,    9.0976123810e+00,    1.8329410553e+01,    2.0111469269e+01,
    5.5089998245e+00,    1.2300535202e+01,    1.0276104927e+01,    1.7875576019e+01,    1.9756681442e+01,
    5.5120000839e+00,    1.2134289742e+01,    1.0090001106e+01,    1.8764200211e+01,    2.0716497421e+01,
    5.5139999390e+00,    9.8670568466e+00,    7.9412846565e+00,    2.0289043427e+01,    2.2236928940e+01,
    5.5170001984e+00,    3.2655835152e+00,    1.6717324257e+00,    2.3434688568e+01,    2.5291776657e+01,
    5.5190000534e+00,   -2.2047116756e+00,   -3.5300927162e+00,    2.5564254761e+01,    2.7309951782e+01,
    5.5219998360e+00,   -1.0629036903e+01,   -1.1587211609e+01,    2.7710464478e+01,    2.9251876831e+01,
    5.5240001678e+00,   -1.6448348999e+01,   -1.7229877472e+01,    2.7915725708e+01,    2.9328458786e+01,
    5.5269999504e+00,   -2.5810657501e+01,   -2.6469421387e+01,    2.5874229431e+01,    2.7150968552e+01,
    5.5289998055e+00,   -3.2278404236e+01,   -3.2954315186e+01,    2.3044418335e+01,    2.4282707214e+01,
    5.5320000648e+00,   -4.1659763336e+01,   -4.2480087280e+01,    1.7096015930e+01,    1.8347593307e+01,
    5.5339999199e+00,   -4.7235717773e+01,   -4.8198291779e+01,    1.2177329063e+01,    1.3462595940e+01,
    5.5370001793e+00,   -5.3449764252e+01,   -5.4631511688e+01,    3.3910074234e+00,    4.7055902481e+00,
    5.5390000343e+00,   -5.5240219116e+01,   -5.6541461945e+01,   -3.5130500793e+00,   -2.2303414345e+00,
    5.5419998169e+00,   -5.4618053436e+01,   -5.5995384216e+01,   -1.4979929924e+01,   -1.3866955757e+01,
    5.5440001488e+00,   -5.3679355621e+01,   -5.4996032715e+01,   -2.2661130905e+01,   -2.1747928619e+01,
    5.5469999313e+00,   -5.5048366547e+01,   -5.6074851990e+01,   -3.2399341583e+01,   -3.1870101929e+01,
    5.5489997864e+00,   -5.8800750732e+01,   -5.9530872345e+01,   -3.6535072327e+01,   -3.6261680603e+01,
    5.5520000458e+00,   -6.8165473938e+01,   -6.8411285400e+01,   -3.8082096100e+01,   -3.8085384369e+01,
    5.5539999008e+00,   -7.5787010193e+01,   -7.5758323669e+01,   -3.6263065338e+01,   -3.6337356567e+01,
    5.5570001602e+00,   -8.6113128662e+01,   -8.5851585388e+01,   -3.1730167389e+01,   -3.1740486145e+01,
    5.5590000153e+00,   -8.9680442810e+01,   -8.9427841187e+01,   -2.9710708618e+01,   -2.9599123001e+01,
    5.5619997978e+00,   -8.6659957886e+01,   -8.6678291321e+01,   -3.1374515533e+01,   -3.1045858383e+01,
    5.5640001297e+00,   -7.8794326782e+01,   -7.9117370605e+01,   -3.6146762848e+01,   -3.5699645996e+01,
    5.5669999123e+00,   -6.1411540985e+01,   -6.2206722260e+01,   -4.6387687683e+01,   -4.5864482880e+01,
    5.5689997673e+00,   -4.9029018402e+01,   -5.0034286499e+01,   -5.2491008759e+01,   -5.2001098633e+01,
    5.5720000267e+00,   -3.3094169617e+01,   -3.4117660522e+01,   -5.6123416901e+01,   -5.5815681458e+01,
    5.5739998817e+00,   -2.5439899445e+01,   -2.6243467331e+01,   -5.3634681702e+01,   -5.3538234711e+01,
    5.5770001411e+00,   -1.9720046997e+01,   -1.9856714249e+01,   -4.3754032135e+01,   -4.4118328094e+01,
    5.5789999962e+00,   -1.9948844910e+01,   -1.9463296890e+01,   -3.5431587219e+01,   -3.6201705933e+01,
    5.5819997787e+00,   -2.3230411530e+01,   -2.1731781006e+01,   -2.5165851593e+01,   -2.6652433395e+01,
    5.5840001106e+00,   -2.3788057327e+01,   -2.1711767197e+01,   -2.1847686768e+01,   -2.3825044632e+01,
    5.5869998932e+00,   -1.7361942291e+01,   -1.4782116890e+01,   -2.2398698807e+01,   -2.4980962753e+01,
    5.5890002251e+00,   -8.0871677399e+00,   -5.4609737396e+00,   -2.4524896622e+01,   -2.7330072403e+01,
    5.5920000076e+00,    9.4834880829e+00,    1.1817077637e+01,   -2.5878229141e+01,   -2.8654388428e+01,
    5.5939998627e+00,    2.0448162079e+01,    2.2448715210e+01,   -2.3701929092e+01,   -2.6226280212e+01,
    5.5970001221e+00,    3.1389715195e+01,    3.2895061493e+01,   -1.5839941025e+01,   -1.7777904510e+01,
    5.5989999771e+00,    3.3566383362e+01,    3.4858837128e+01,   -9.3365554810e+00,   -1.0878814697e+01,
    5.6020002365e+00,    2.9845842361e+01,    3.1102386475e+01,   -1.7224465609e+00,   -2.8908684254e+00,
    5.6040000916e+00,    2.5102289200e+01,    2.6510713577e+01,   -4.8372644931e-02,   -1.1976122856e+00,
    5.6069998741e+00,    1.9812541962e+01,    2.1581283569e+01,   -3.4648251534e+00,   -4.9240231514e+00,
    5.6090002060e+00,    1.9494169235e+01,    2.1497083664e+01,   -8.3545589447e+00,   -1.0163583755e+01,
    5.6119999886e+00,    2.3423204422e+01,    2.5662872314e+01,   -1.5520354271e+01,   -1.7870281219e+01,
    5.6139998436e+00,    2.7482084274e+01,    2.9766971588e+01,   -1.7710128784e+01,   -2.0306724548e+01,
    5.6170001030e+00,    3.3772430420e+01,    3.5899673462e+01,   -1.5087311745e+01,   -1.7705963135e+01,
    5.6189999580e+00,    3.7897216797e+01,    3.9741233826e+01,   -9.7044878006e+00,   -1.2047776222e+01,
    5.6220002174e+00,    4.3539432526e+01,    4.4731227875e+01,    1.8075137138e+00,    2.7190119028e-01,
    5.6240000725e+00,    4.6232875824e+01,    4.6922924042e+01,    1.0269806862e+01,    9.4282274246e+00,
    5.6269998550e+00,    4.8035743713e+01,    4.8054336548e+01,    2.1941167831e+01,    2.2115837097e+01,
    5.6290001869e+00,    4.8577522278e+01,    4.8283870697e+01,    2.8023500443e+01,    2.8709014893e+01,
    5.6319999695e+00,    5.1261692047e+01,    5.0758079529e+01,    3.3659770966e+01,    3.4686847687e+01,
    5.6339998245e+00,    5.5696830750e+01,    5.5214721680e+01,    3.5080348969e+01,    3.6021858215e+01,
    5.6370000839e+00,    6.5643989563e+01,    6.5385452271e+01,    3.4866523743e+01,    3.5294940948e+01,
    5.6389999390e+00,    7.2064445496e+01,    7.2050666809e+01,    3.4296852112e+01,    3.4236194611e+01,
    5.6420001984e+00,    7.6504318237e+01,    7.6931961060e+01,    3.4568115234e+01,    3.3780319214e+01,
    5.6440000534e+00,    7.4144386292e+01,    7.4853729248e+01,    3.5852645874e+01,    3.4713497162e+01,
    5.6469998360e+00,    6.2315437317e+01,    6.3301078796e+01,    3.8453899384e+01,    3.7144939423e+01,
    5.6490001678e+00,    5.0004211426e+01,    5.1021659851e+01,    3.9500526428e+01,    3.8342632294e+01,
    5.6519999504e+00,    2.8440441132e+01,    2.9251764297e+01,    3.8171951294e+01,    3.7554683685e+01,
    5.6539998055e+00,    1.4547690392e+01,    1.5078964233e+01,    3.4755485535e+01,    3.4605129242e+01,
    5.6570000648e+00,   -1.9901921749e+00,   -2.0020461082e+00,    2.5679550171e+01,    2.6194446564e+01,
    5.6589999199e+00,   -9.0154914856e+00,   -9.4091796875e+00,    1.7368066788e+01,    1.8212894440e+01,
    5.6620001793e+00,   -1.3957928658e+01,   -1.4849630356e+01,    2.8978631496e+00,    3.9889721870e+00,
    5.6640000343e+00,   -1.4825718880e+01,   -1.5950918198e+01,   -6.9884080887e+00,   -5.8985004425e+00,
    5.6669998169e+00,   -1.5813479424e+01,   -1.7093648911e+01,   -2.0113525391e+01,   -1.9205158234e+01,
    5.6690001488e+00,   -1.8212072372e+01,   -1.9464776993e+01,   -2.6617620468e+01,   -2.5884471893e+01,
    5.6719999313e+00,   -2.6171594620e+01,   -2.7243261337e+01,   -3.1544515610e+01,   -3.1028318405e+01,
    5.6739997864e+00,   -3.3952903748e+01,   -3.4878974915e+01,   -3.1183996201e+01,   -3.0709321976e+01,
    5.6770000458e+00,   -4.6922767639e+01,   -4.7734729767e+01,   -2.5680879593e+01,   -2.5021202087e+01,
    5.6789999008e+00,   -5.4866947174e+01,   -5.5739021301e+01,   -1.9422370911e+01,   -1.8450807571e+01,
    5.6820001602e+00,   -6.3096710205e+01,   -6.4315353394e+01,   -7.7756619453e+00,   -6.0871295929e+00,
    5.6840000153e+00,   -6.4735900879e+01,   -6.6345870972e+01,    5.3201735020e-01,    2.8051261902e+00,
    5.6869997978e+00,   -6.0400775909e+01,   -6.2742122650e+01,    1.2190645218e+01,    1.5347011566e+01,
    5.6890001297e+00,   -5.3386795044e+01,   -5.6222801208e+01,    1.8400129318e+01,    2.2046581268e+01,
    5.6919999123e+00,   -3.9116367340e+01,   -4.2527351379e+01,    2.3778009415e+01,    2.7848688126e+01,
    5.6939997673e+00,   -2.9148061752e+01,   -3.2735511780e+01,    2.4070934296e+01,    2.8146903992e+01,
    5.6970000267e+00,   -1.6846725464e+01,   -2.0283693314e+01,    2.0120141983e+01,    2.3748012543e+01,
    5.6989998817e+00,   -1.1543075562e+01,   -1.4597455025e+01,    1.5724736214e+01,    1.8781461716e+01,
    5.7020001411e+00,   -8.1207122803e+00,   -1.0276817322e+01,    9.2889251709e+00,    1.1230075836e+01,
    5.7039999962e+00,   -8.3003110886e+00,   -9.7448444366e+00,    6.7751121521e+00,    7.9258208275e+00,
    5.7069997787e+00,   -1.0809352875e+01,   -1.1221110344e+01,    7.2654371262e+00,    7.3801126480e+00,
    5.7090001106e+00,   -1.3065558434e+01,   -1.2918241501e+01,    1.0277821541e+01,    9.9014101028e+00,
    5.7119998932e+00,   -1.6182739258e+01,   -1.5509890556e+01,    1.6514966965e+01,    1.5784206390e+01,
    5.7140002251e+00,   -1.7772222519e+01,   -1.6976860046e+01,    1.9702249527e+01,    1.8978853226e+01,
    5.7170000076e+00,   -1.8957414627e+01,   -1.8277894974e+01,    1.9626079559e+01,    1.9179473877e+01,
    5.7189998627e+00,   -1.8462299347e+01,   -1.8003959656e+01,    1.5116034508e+01,    1.4943017006e+01,
    5.7220001221e+00,   -1.5286721230e+01,   -1.5240892410e+01,    1.9132182598e+00,    2.1228568554e+00,
    5.7239999771e+00,   -1.1873487473e+01,   -1.2064762115e+01,   -9.7031383514e+00,   -9.3385171890e+00,
    5.7270002365e+00,   -5.9342174530e+00,   -6.2928028107e+00,   -2.7577749252e+01,   -2.7217111588e+01,
    5.7290000916e+00,   -2.1193749905e+00,   -2.4235756397e+00,   -3.7479984283e+01,   -3.7287063599e+01,
    5.7319998741e+00,    1.7774000168e+00,    1.8080829382e+00,   -4.6281406403e+01,   -4.6531818390e+01,
    5.7340002060e+00,    2.1529061794e+00,    2.5396623611e+00,   -4.7142475128e+01,   -4.7748760223e+01,
    5.7369999886e+00,   -4.4449958205e-01,    5.3652471304e-01,   -4.1321823120e+01,   -4.2408977509e+01,
    5.7389998436e+00,   -2.8242754936e+00,   -1.5191322565e+00,   -3.3965339661e+01,   -3.5254680634e+01,
    5.7420001030e+00,   -4.3881921768e+00,   -2.8656151295e+00,   -2.0826889038e+01,   -2.2151475906e+01,
    5.7439999580e+00,   -2.9982795715e+00,   -1.5455092192e+00,   -1.2347375870e+01,   -1.3514245033e+01,
    5.7470002174e+00,    3.4692919254e+00,    4.5372595787e+00,   -2.0891351700e+00,   -2.8248836994e+00,
    5.7490000725e+00,    1.0805414200e+01,    1.1492796898e+01,    2.5093855858e+00,    2.1178450584e+00,
    5.7519998550e+00,    2.5473682404e+01,    2.5549144745e+01,    6.2782578468e+00,    6.3564958572e+00,
    5.7540001869e+00,    3.6298183441e+01,    3.6034202576e+01,    7.3560719490e+00,    7.6470055580e+00,
    5.7569999695e+00,    5.0781841278e+01,    5.0261512756e+01,    8.4660482407e+00,    8.8361454010e+00,
    5.7589998245e+00,    5.7393615723e+01,    5.6928684235e+01,    9.7141447067e+00,    9.9490871429e+00,
    5.7620000839e+00,    6.0852233887e+01,    6.0827461243e+01,    1.3388598442e+01,    1.3143581390e+01,
    5.7639999390e+00,    5.8976718903e+01,    5.9434852600e+01,    1.7272300720e+01,    1.6563184738e+01,
    5.7670001984e+00,    5.2153636932e+01,    5.3448871613e+01,    2.4928443909e+01,    2.3438030243e+01,
    5.7690000534e+00,    4.6689617157e+01,    4.8500835419e+01,    3.0716991425e+01,    2.8740856171e+01,
    5.7719998360e+00,    3.9343441010e+01,    4.1701583862e+01,    3.8774578094e+01,    3.6260131836e+01,
    5.7740001678e+00,    3.5722881317e+01,    3.8236999512e+01,    4.2483905792e+01,    3.9789875031e+01,
    5.7769999504e+00,    3.2517864227e+01,    3.4930355072e+01,    4.3484531403e+01,    4.0819435120e+01,
    5.7789998055e+00,    3.1173917770e+01,    3.3337841034e+01,    4.0328022003e+01,    3.7853622437e+01,
    5.7820000648e+00,    2.7949916840e+01,    2.9620063782e+01,    3.0180150986e+01,    2.8143327713e+01,
    5.7839999199e+00,    2.4072010040e+01,    2.5423072815e+01,    2.0875415802e+01,    1.9157411575e+01,
    5.7870001793e+00,    1.6723819733e+01,    1.7697633743e+01,    5.8086218834e+00,    4.5076036453e+00,
    5.7890000343e+00,    1.1897555351e+01,    1.2702434540e+01,   -3.0579404831e+00,   -4.1505098343e+00,
    5.7919998169e+00,    4.4934310913e+00,    5.1804981232e+00,   -1.1504700661e+01,   -1.2386264801e+01,
    5.7940001488e+00,   -8.8935965300e-01,   -2.0836684108e-01,   -1.2914611816e+01,   -1.3697176933e+01,
    5.7969999313e+00,   -8.0178194046e+00,   -7.3353896141e+00,   -9.6567602158e+00,   -1.0294573784e+01,
    5.7989997864e+00,   -1.0258709908e+01,   -9.6450309753e+00,   -5.6114315987e+00,   -6.1212935448e+00,
    5.8020000458e+00,   -7.5880517960e+00,   -7.2691926956e+00,    1.3339059055e-01,   -9.7800165415e-02,
    5.8039999008e+00,   -2.2100615501e+00,   -2.2094514370e+00,    2.6676077843e+00,    2.6870710850e+00,
    5.8070001602e+00,    7.5811996460e+00,    7.0268621445e+00,    4.6375350952e+00,    5.1147933006e+00,
    5.8090000153e+00,    1.3069527626e+01,    1.2172763824e+01,    5.4436287880e+00,    6.2527136803e+00,
    5.8119997978e+00,    1.9194726944e+01,    1.7913536072e+01,    6.9514555931e+00,    8.2220888138e+00,
    5.8140001297e+00,    2.2382127762e+01,    2.0956577301e+01,    8.5450296402e+00,    1.0053342819e+01,
    5.8169999123e+00,    2.5294679642e+01,    2.3849477768e+01,    1.2216140747e+01,    1.3922416687e+01,
    5.8189997673e+00,    2.5048164368e+01,    2.3722949982e+01,    1.5390089989e+01,    1.7111703873e+01,
    5.8220000267e+00,    2.1678043365e+01,    2.0660926819e+01,    2.0094438553e+01,    2.1687414169e+01,
    5.8239998817e+00,    1.8726182938e+01,    1.7926851273e+01,    2.2186855316e+01,    2.3624614716e+01,
    5.8270001411e+00,    1.4312142372e+01,    1.3771903038e+01,    2.2498167038e+01,    2.3653207779e+01,
    5.8289999962e+00,    1.1220007896e+01,    1.0792701721e+01,    2.0532678604e+01,    2.1488056183e+01,
    5.8319997787e+00,    6.3937730789e+00,    6.0390577316e+00,    1.4314081192e+01,    1.4988337517e+01,
    5.8340001106e+00,    3.6003527641e+00,    3.2240114212e+00,    8.0967006683e+00,    8.6165676117e+00,
    5.8369998932e+00,    1.0017914772e+00,    4.9798968434e-01,   -3.6415495872e+00,   -3.2819492817e+00,
    5.8390002251e+00,    6.9725066423e-02,   -5.4766952991e-01,   -1.2133705139e+01,   -1.1836445808e+01,
    5.8420000076e+00,   -2.2885458469e+00,   -3.0191857815e+00,   -2.3380620956e+01,   -2.3135116577e+01,
    5.8439998627e+00,   -5.9979825020e+00,   -6.7122421265e+00,   -2.8399951935e+01,   -2.8177719116e+01,
    5.8470001221e+00,   -1.5796274185e+01,   -1.6332317352e+01,   -3.0910989761e+01,   -3.0710763931e+01,
    5.8489999771e+00,   -2.4548641205e+01,   -2.4910310745e+01,   -2.9387907028e+01,   -2.9172462463e+01,
    5.8520002365e+00,   -3.8053924561e+01,   -3.8219345093e+01,   -2.4042528152e+01,   -2.3701236725e+01,
    5.8540000916e+00,   -4.4667434692e+01,   -4.4840927124e+01,   -1.9943218231e+01,   -1.9424289703e+01,
    5.8569998741e+00,   -4.7366191864e+01,   -4.7843147278e+01,   -1.5284255981e+01,   -1.4371819496e+01,
    5.8590002060e+00,   -4.3571628571e+01,   -4.4427391052e+01,   -1.3785594940e+01,   -1.2563229561e+01,
    5.8619999886e+00,   -3.1613880157e+01,   -3.3160469055e+01,   -1.3314943314e+01,   -1.1642722130e+01,
    5.8639998436e+00,   -2.2257144928e+01,   -2.4227148056e+01,   -1.3044955254e+01,   -1.1130162239e+01,
    5.8670001030e+00,   -1.1081259727e+01,   -1.3449346542e+01,   -1.0514026642e+01,   -8.3764839172e+00,
    5.8689999580e+00,   -7.1087574959e+00,   -9.5315809250e+00,   -6.6678686142e+00,   -4.4884681702e+00,
    5.8720002174e+00,   -5.3069596291e+00,   -7.5168929100e+00,    1.9656133652e+00,    4.0393815041e+00,
    5.8740000725e+00,   -5.1931281090e+00,   -7.1137013435e+00,    8.5686473846e+00,    1.0455356598e+01,
    5.8769998550e+00,   -4.3921189308e+00,   -5.7552738190e+00,    1.7388559341e+01,    1.8826360703e+01,
    5.8790001869e+00,   -2.7129697800e+00,   -3.6801743507e+00,    2.1250802994e+01,    2.2298433304e+01,
    5.8819999695e+00,    1.5644282103e+00,    1.1381473541e+00,    2.2963365555e+01,    2.3369401932e+01,
    5.8839998245e+00,    4.7107210159e+00,    4.5772056580e+00,    2.1675395966e+01,    2.1678936005e+01,
    5.8870000839e+00,    6.8770532608e+00,    7.0756859779e+00,    1.7710451126e+01,    1.7249397278e+01,
    5.8889999390e+00,    4.6570839882e+00,    5.0285964012e+00,    1.4816122055e+01,    1.4172154427e+01,
    5.8920001984e+00,   -4.3281230927e+00,   -3.7465968132e+00,    1.1067282677e+01,    1.0331956863e+01,
    5.8940000534e+00,   -1.1771256447e+01,   -1.1091210365e+01,    8.6990098953e+00,    7.9834699631e+00,
    5.8969998360e+00,   -2.1142120361e+01,   -2.0373567581e+01,    3.9869000912e+00,    3.3131570816e+00,
    5.8990001678e+00,   -2.5399091721e+01,   -2.4582193375e+01,   -7.3469924927e-01,   -1.4380738735e+00,
    5.9019999504e+00,   -2.9086473465e+01,   -2.8158365250e+01,   -1.0569349289e+01,   -1.1469137192e+01,
    5.9039998055e+00,   -2.9546730042e+01,   -2.8515136719e+01,   -1.8504007339e+01,   -1.9632696152e+01,
    5.9070000648e+00,   -2.7208322525e+01,   -2.6006523132e+01,   -3.0424646378e+01,   -3.1964189529e+01,
    5.9089999199e+00,   -2.4912076950e+01,   -2.3595819473e+01,   -3.6679306030e+01,   -3.8467334747e+01,
    5.9120001793e+00,   -2.3499450684e+01,   -2.2012771606e+01,   -4.1143512726e+01,   -4.3156269073e+01,
    5.9140000343e+00,   -2.4639961243e+01,   -2.3057933807e+01,   -4.0248970032e+01,   -4.2269252777e+01,
    5.9169998169e+00,   -2.7762542725e+01,   -2.6127120972e+01,   -3.3915256500e+01,   -3.5715606689e+01,
    5.9190001488e+00,   -2.8784973145e+01,   -2.7211154938e+01,   -2.7545883179e+01,   -2.9067695618e+01,
    5.9219999313e+00,   -2.6435880661e+01,   -2.5113101959e+01,   -1.7108495712e+01,   -1.8097000122e+01,
    5.9239997864e+00,   -2.2031282425e+01,   -2.0956045151e+01,   -1.0739056587e+01,   -1.1355524063e+01,
    5.9270000458e+00,   -1.1879996300e+01,   -1.1220695496e+01,   -3.2307734489e+00,   -3.3630828857e+00,
    5.9289999008e+00,   -3.6649589539e+00,   -3.2612009048e+00,    3.4899574518e-01,    4.4699102640e-01,
    5.9320001602e+00,    8.3849792480e+00,    8.5287332535e+00,    4.3304820061e+00,    4.5914335251e+00,
    5.9340000153e+00,    1.4674069405e+01,    1.4767774582e+01,    6.5831251144e+00,    6.8233356476e+00,
    5.9369997978e+00,    2.0134292603e+01,    2.0356107712e+01,    9.8887453079e+00,    9.9183979034e+00,
    5.9390001297e+00,    2.1291667938e+01,    2.1711444855e+01,    1.2041041374e+01,    1.1834017754e+01,
    5.9419999123e+00,    2.0268480301e+01,    2.1082077026e+01,    1.4822856903e+01,    1.4175069809e+01,
    5.9439997673e+00,    1.8204795837e+01,    1.9300350189e+01,    1.6038846970e+01,    1.5078758240e+01,
    5.9470000267e+00,    1.3018904686e+01,    1.4501622200e+01,    1.6288278580e+01,    1.4901343346e+01,
    5.9489998817e+00,    7.9172339439e+00,    9.6056308746e+00,    1.5098692894e+01,    1.3491100311e+01,
    5.9520001411e+00,   -1.5312192440e+00,    3.3434531093e-01,    1.0875798225e+01,    9.0817661285e+00,
    5.9539999962e+00,   -7.5113615990e+00,   -5.6505723000e+00,    6.2651872635e+00,    4.4574236870e+00,
    5.9569997787e+00,   -1.3457373619e+01,   -1.1815075874e+01,   -2.9931957722e+00,   -4.6588525772e+00,
    5.9590001106e+00,   -1.5557037354e+01,   -1.4169075966e+01,   -9.8694467545e+00,   -1.1349668503e+01,
    5.9619998932e+00,   -1.8022237778e+01,   -1.7073572159e+01,   -1.9337575912e+01,   -2.0454019547e+01,
    5.9640002251e+00,   -1.9517707825e+01,   -1.8856016159e+01,   -2.4434656143e+01,   -2.5287248611e+01,
    5.9670000076e+00,   -2.0584857941e+01,   -2.0306779861e+01,   -3.0112653732e+01,   -3.0600387573e+01,
    5.9689998627e+00,   -2.0039402008e+01,   -1.9971065521e+01,   -3.2783039093e+01,   -3.3080482483e+01,
    5.9720001221e+00,   -1.6920431137e+01,   -1.7085504532e+01,   -3.5417667389e+01,   -3.5540958405e+01,
    5.9739999771e+00,   -1.3697547913e+01,   -1.3960654259e+01,   -3.6119655609e+01,   -3.6197376251e+01,
    5.9770002365e+00,   -9.0034875870e+00,   -9.3271627426e+00,   -3.4811779022e+01,   -3.4881462097e+01,
    5.9790000916e+00,   -6.5741677284e+00,   -6.9008555412e+00,   -3.2020763397e+01,   -3.2084831238e+01,
    5.9819998741e+00,   -2.5443696976e+00,   -2.9035282135e+00,   -2.5370433807e+01,   -2.5358880997e+01,
    5.9840002060e+00,    1.4179372787e+00,    9.7159028053e-01,   -1.9874134064e+01,   -1.9738454819e+01,
    5.9869999886e+00,    8.8178491592e+00,    8.1293954849e+00,   -1.1055999756e+01,   -1.0612361908e+01,
    5.9889998436e+00,    1.3188119888e+01,    1.2296634674e+01,   -5.2519326210e+00,   -4.5384116173e+00,
    5.9920001030e+00,    1.7229698181e+01,    1.6035556793e+01,    2.5608799458e+00,    3.7139034271e+00,
    5.9939999580e+00,    1.8257047653e+01,    1.6891424179e+01,    6.7155056000e+00,    8.1363258362e+00,
    5.9970002174e+00,    1.8225698471e+01,    1.6687780380e+01,    1.0815438271e+01,    1.2512357712e+01,
